 000000">\n 	 : 1
 bahia"}}]},"shortcode":"BnXGKBMh9oV","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185817,"dimensions":{"height":1350,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/92f5e1913e257b3a5b697857d505542f/5C3B1C73/t51.2885-15/e35/39946404_2305161726380868_5804269323185633326_n.jpg","edge_liked_by":{"count":1},"edge_media_preview_like":{"count":1},"owner":{"id":"7693431739"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/cc36b13067769e3cda97aaa776f0410c/5C1E7E3A/t51.2885-15/sh0.08/e35/c0.107.856.856/s640x640/39946404_2305161726380868_5804269323185633326_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/02dcc50d60d7c1a3aad0320552154031/5C3ADE0E/t51.2885-15/e35/c0.107.856.856/s150x150/39946404_2305161726380868_5804269323185633326_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/af86dac31a50d78762e4ecb9d4888c45/5C1A4C08/t51.2885-15/e35/c0.107.856.856/s240x240/39946404_2305161726380868_5804269323185633326_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c248ff699b8a9d500fd0e7947d19ebaa/5C269A76/t51.2885-15/e35/c0.107.856.856/s320x320/39946404_2305161726380868_5804269323185633326_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/af412b90ced757432af98347eceb933c/5C1A3631/t51.2885-15/e35/c0.107.856.856/s480x480/39946404_2305161726380868_5804269323185633326_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/cc36b13067769e3cda97aaa776f0410c/5C1E7E3A/t51.2885-15/sh0.08/e35/c0.107.856.856/s640x640/39946404_2305161726380868_5804269323185633326_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984047698634624","edge_media_to_caption":{"edges":[{"node":{"text":"Por 	 : 1
 osolvesenaomeesquece 	 : 1
 errejota 	 : 1
 vistachinesa 	 : 1
 soldeinverno 	 : 1
 september 	 : 1
 diabom\\n#pormaisdiasassim"}}]},"shortcode":"BnXGKBMhWeA","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185817,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/2916b00cda45371bb021ac4227e50f56/5C3A780A/t51.2885-15/e35/39175558_2189122117991003_1413577945772544960_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"313823004"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/787e962a4f040241d185c1503b8117fa/5C37B0B0/t51.2885-15/sh0.08/e35/s640x640/39175558_2189122117991003_1413577945772544960_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/a7a3dc7436aff413dc1a742ef25bf5bd/5C1ADF35/t51.2885-15/e35/s150x150/39175558_2189122117991003_1413577945772544960_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/cf4cfd6060252fdfb2a6851dc9ffa28d/5C333233/t51.2885-15/e35/s240x240/39175558_2189122117991003_1413577945772544960_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/bef7deee130e597973609986153a6927/5C29AA4D/t51.2885-15/e35/s320x320/39175558_2189122117991003_1413577945772544960_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/bdd026359ed0c918ff3eb3c2f2317867/5C3B680A/t51.2885-15/e35/s480x480/39175558_2189122117991003_1413577945772544960_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/787e962a4f040241d185c1503b8117fa/5C37B0B0/t51.2885-15/sh0.08/e35/s640x640/39175558_2189122117991003_1413577945772544960_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984034855738060","edge_media_to_caption":{"edges":[{"node":{"text":"#boatarde 	 : 1
 vida"}}]},"shortcode":"BnXGJ1PBlrM","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185815,"dimensions":{"height":750,"width":750},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/278ff0152609e533278491052c9e168c/5C2AF1EE/t51.2885-15/e35/41209574_330598334186640_2414470584280124070_n.jpg","edge_liked_by":{"count":2},"edge_media_preview_like":{"count":2},"owner":{"id":"398368557"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/1d7726d0164c4a0c75534c0aa592f1b8/5C2BAD0B/t51.2885-15/sh0.08/e35/s640x640/41209574_330598334186640_2414470584280124070_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c9655cf8eeced82a5c92d360b1d7ee18/5C33EAAC/t51.2885-15/e35/s150x150/41209574_330598334186640_2414470584280124070_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/f92d77b3f935f69724f45852c398cb5c/5C30F2E6/t51.2885-15/e35/s240x240/41209574_330598334186640_2414470584280124070_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/da68d7bede74ce3ca523a29751a0e697/5C27175C/t51.2885-15/e35/s320x320/41209574_330598334186640_2414470584280124070_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/6700b661ad7a15b0e6622ccce4576dd6/5C2CBA06/t51.2885-15/e35/s480x480/41209574_330598334186640_2414470584280124070_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/1d7726d0164c4a0c75534c0aa592f1b8/5C2BAD0B/t51.2885-15/sh0.08/e35/s640x640/41209574_330598334186640_2414470584280124070_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984032398330515","edge_media_to_caption":{"edges":[{"node":{"text":"#likeme#love#life#motivation\\n#psicologia#gratitude#inspiration#paz#luz#amor#ficaadica#psicologia#vida#me#roadtrip#nature#amazing#cute#wild#soul#frases#reflection#atitude#lifestyle#instafrases#curtam#instagram#curtidas#sigodevolta#curtidas#follow4follow"}}]},"shortcode":"BnXGJy8jUqT","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185815,"dimensions":{"height":750,"width":750},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/96d05113b28457b6fb8578ddd6321d0f/5C38B99B/t51.2885-15/e35/40298727_629706730758505_2155266687785562407_n.jpg","edge_liked_by":{"count":2},"edge_media_preview_like":{"count":2},"owner":{"id":"7718734628"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/355a67567d63f6e105fbabb7afc3597c/5C21287E/t51.2885-15/sh0.08/e35/s640x640/40298727_629706730758505_2155266687785562407_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/d652a5201dd9fe30b871ab3db08c8e13/5C30B7D9/t51.2885-15/e35/s150x150/40298727_629706730758505_2155266687785562407_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/90bda6b022cfef1bc41c74c986ca20cd/5C23A293/t51.2885-15/e35/s240x240/40298727_629706730758505_2155266687785562407_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/523b4731937cea9bf7b39d813979c863/5C350A29/t51.2885-15/e35/s320x320/40298727_629706730758505_2155266687785562407_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/8aae0d2a33087a915ec8c505788b19d3/5C35B973/t51.2885-15/e35/s480x480/40298727_629706730758505_2155266687785562407_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/355a67567d63f6e105fbabb7afc3597c/5C21287E/t51.2885-15/sh0.08/e35/s640x640/40298727_629706730758505_2155266687785562407_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984037078693163","edge_media_to_caption":{"edges":[{"node":{"text":"Mencion\\u00e1 	 : 1
 escritosdeamor 	 : 1
 amor\\u2764 	 : 1
 escritosmeus 	 : 1
 escritosdenovios 	 : 1
 escritura 	 : 1
 textosdeamor 	 : 1
 palabras 	 : 1
 juntos 	 : 1
 ojos 	 : 1
 indirectas 	 : 1
 recuerdos 	 : 1
 micropoesia 	 : 1
 imaginaci\\u00f3n 	 : 1
 3msc 	 : 1
 criminal 	 : 1
 riverdale 	 : 1
 13reasonswhy"}}]},"shortcode":"BnXGJ3ThfUr","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185815,"dimensions":{"height":1086,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/62b369a522b00facc35ae110285f1c73/5C1FD0E5/t51.2885-15/e35/39851016_548991645554813_2912925934962702492_n.jpg","edge_liked_by":{"count":6},"edge_media_preview_like":{"count":6},"owner":{"id":"8175264126"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/a626a9149040aea867009df8c9704d1f/5C148558/t51.2885-15/sh0.08/e35/c0.3.1025.1025/s640x640/39851016_548991645554813_2912925934962702492_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/108abdc130230ce2da83b25222d761ff/5C297352/t51.2885-15/e35/c0.3.1025.1025/s150x150/39851016_548991645554813_2912925934962702492_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/38a36674b1baca8008aa860a159afe4e/5C1F1518/t51.2885-15/e35/c0.3.1025.1025/s240x240/39851016_548991645554813_2912925934962702492_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/43c61176655c6a7eea589905c8a6f5e1/5C1B4CA2/t51.2885-15/e35/c0.3.1025.1025/s320x320/39851016_548991645554813_2912925934962702492_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/9a9f8e95c170ffc3e3bee436b7fb770e/5C29FEF8/t51.2885-15/e35/c0.3.1025.1025/s480x480/39851016_548991645554813_2912925934962702492_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/a626a9149040aea867009df8c9704d1f/5C148558/t51.2885-15/sh0.08/e35/c0.3.1025.1025/s640x640/39851016_548991645554813_2912925934962702492_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphSidecar","id":"1861984029714123098","edge_media_to_caption":{"edges":[{"node":{"text":"Quindi 	 : 1
 amoremio 	 : 1
 happybday 	 : 1
 20thbday 	 : 1
 mi 	 : 1
 selfies 	 : 1
 photos 	 : 1
 memories 	 : 1
 face 	 : 1
 hbday 	 : 1
 happybirthday 	 : 1
 goodday 	 : 1
 instalove 	 : 1
 instamood 	 : 1
 instabirthday 	 : 1
 instatutto"}}]},"shortcode":"BnXGJwcj4la","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185815,"dimensions":{"height":1350,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/f9955c9cb4bf1b6f2a50aad34d6242ef/5C33A6E9/t51.2885-15/e35/41075207_269772683636824_5198449246744079733_n.jpg","edge_liked_by":{"count":2},"edge_media_preview_like":{"count":2},"owner":{"id":"1606775885"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/73c9a4298bf7338fe44e00e3ef26c262/5C23A2AA/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/41075207_269772683636824_5198449246744079733_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/9bb2ccc65b71bdcc242dd3076cfca3f3/5C16F5B1/t51.2885-15/e35/c0.135.1080.1080/s150x150/41075207_269772683636824_5198449246744079733_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/869769bed32e1c2db73701de5ea3eb68/5C167FFB/t51.2885-15/e35/c0.135.1080.1080/s240x240/41075207_269772683636824_5198449246744079733_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/b8a7193b1c15530899f88e2149e08ece/5C27CA41/t51.2885-15/e35/c0.135.1080.1080/s320x320/41075207_269772683636824_5198449246744079733_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/0d813f9df022ef09136c9de83cead22d/5C1B671B/t51.2885-15/e35/c0.135.1080.1080/s480x480/41075207_269772683636824_5198449246744079733_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/73c9a4298bf7338fe44e00e3ef26c262/5C23A2AA/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/41075207_269772683636824_5198449246744079733_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984026367372519","edge_media_to_caption":{"edges":[{"node":{"text":"Casamento 	 : 1
 noivas 	 : 1
 casamentonocampo 	 : 1
 casamentoaoarlivre 	 : 1
 weddingdress 	 : 1
 noivado 	 : 1
 casar 	 : 1
 casamentorustico 	 : 1
 casamentoperfeito 	 : 1
 noivas2019 	 : 1
 casamentolindo 	 : 1
 noivasdobrasil 	 : 1
 womans 	 : 1
 mans 	 : 1
 casamentodossonhos 	 : 1
 casamentodedia 	 : 1
 beautiful 	 : 1
 comamorfotografia 	 : 1
 weddingphotographer 	 : 1
 weddingdays 	 : 1
 sentimentos 	 : 1
 av\\u00f3s 	 : 1
 wedding\\n#carinho 	 : 1
 trocadeolhares 	 : 1
 av\\u00f3"}}]},"shortcode":"BnXGJtVFCzn","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185814,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/1b76b8e53d3366f550937f92e7e71802/5C34E9C5/t51.2885-15/e35/40500146_529880944133960_4925899603646462159_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"8506945232"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/51f3b0078fce504752583bfb78319277/5C24BB20/t51.2885-15/sh0.08/e35/s640x640/40500146_529880944133960_4925899603646462159_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/83a9633dff538c664be82417322c7ac4/5C1A9D87/t51.2885-15/e35/s150x150/40500146_529880944133960_4925899603646462159_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/56b6a15bfa3c5ad31ebb5e7f0eeb6657/5C298ECD/t51.2885-15/e35/s240x240/40500146_529880944133960_4925899603646462159_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/bb28ee77d33a15c6c3e682eeaadb2130/5C18D777/t51.2885-15/e35/s320x320/40500146_529880944133960_4925899603646462159_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/0e95fc25c79ba1d38803c38d1e1fd921/5C2DD92D/t51.2885-15/e35/s480x480/40500146_529880944133960_4925899603646462159_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/51f3b0078fce504752583bfb78319277/5C24BB20/t51.2885-15/sh0.08/e35/s640x640/40500146_529880944133960_4925899603646462159_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984015335350512","edge_media_to_caption":{"edges":[{"node":{"text":"Hoje 	 : 1
 irma 	 : 1
 dindademenina 	 : 1
 tiademenino 	 : 1
 amigasirmas 	 : 1
 madrinha 	 : 1
 gratid\\u00e3o 	 : 1
 amoralemdavida"}}]},"shortcode":"BnXGJjDhODw","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185813,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/5bd434beb9b430056445cbd53251b5ae/5C293175/t51.2885-15/e35/40372952_310678806154392_2087767717917498735_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"1756044062"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/869982b3ccfe8407ffe69ba1c8d4bd0d/5C1CD290/t51.2885-15/sh0.08/e35/s640x640/40372952_310678806154392_2087767717917498735_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/95e308038d1933e833e01bea5dd00e47/5C283337/t51.2885-15/e35/s150x150/40372952_310678806154392_2087767717917498735_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/2505f11dd594e03e651a8e80d6946e3a/5C33D67D/t51.2885-15/e35/s240x240/40372952_310678806154392_2087767717917498735_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c672937b9c5e2419f63a068a27f2e0d7/5C15ACC7/t51.2885-15/e35/s320x320/40372952_310678806154392_2087767717917498735_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/56c573cb74584c108f8eeadd41cc17eb/5C27BE9D/t51.2885-15/e35/s480x480/40372952_310678806154392_2087767717917498735_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/869982b3ccfe8407ffe69ba1c8d4bd0d/5C1CD290/t51.2885-15/sh0.08/e35/s640x640/40372952_310678806154392_2087767717917498735_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984013331496787","edge_media_to_caption":{"edges":[{"node":{"text":"\\ud83d\\ude0d\\ud83d\\ude18\\ud83d\\udc95\\ud83d\\ude0b\\ud83d\\ude2c\\ud83d\\ude0e\\ud83d\\ude2c\\ud83d\\ude0b\\ud83d\\udc97\\ud83d\\ude18\\ud83d\\ude0d\\n#amor 	 : 1
 frasesdeamor"}}]},"shortcode":"BnXGJhMFH9T","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185813,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/99a704365f1e7783ce596a24e1e63bab/5C1E7F0A/t51.2885-15/e35/40298732_311678382971438_4250346084065957412_n.jpg","edge_liked_by":{"count":5},"edge_media_preview_like":{"count":5},"owner":{"id":"7666092331"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/bdf3a7a730bf5b1133102e1fa903d5ea/5C3269EF/t51.2885-15/sh0.08/e35/s640x640/40298732_311678382971438_4250346084065957412_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/aaaab610971e86d6e6761cab1e016b2f/5C311B48/t51.2885-15/e35/s150x150/40298732_311678382971438_4250346084065957412_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/bee0044ba10828822502cfff3c38920b/5C22F202/t51.2885-15/e35/s240x240/40298732_311678382971438_4250346084065957412_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/ec9bf1806b342765bc89284dd9698a7e/5C398FB8/t51.2885-15/e35/s320x320/40298732_311678382971438_4250346084065957412_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/6387b320dec01a298676b3a51fbdf66f/5C2278E2/t51.2885-15/e35/s480x480/40298732_311678382971438_4250346084065957412_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/bdf3a7a730bf5b1133102e1fa903d5ea/5C3269EF/t51.2885-15/sh0.08/e35/s640x640/40298732_311678382971438_4250346084065957412_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984009320853448","edge_media_to_caption":{"edges":[{"node":{"text":"S\\u00edgueme 	 : 1
 escritura\\u00a0#micropoes\\u00eda 	 : 1
 poesiaenespa\\u00f1ol\\u00a0#escribir\\u00a0#realidad 	 : 1
 indirectas\\u00a0#consejos\\u00a0#libros\\u00a0#reflexi\\u00f3n 	 : 1
 frases\\u00a0#frasesdeamor\\u00a0#depresi\\u00f3n 	 : 1
 escritura\\u00a0\\u00a0#amor\\u00a0#frasedeldia\\u00a0#textos 	 : 1
 parejas\\u00a0#soledad\\u00a0\\u00a0#ilusi\\u00f3n\\u00a0#amoleer 	 : 1
 felicidad\\u00a0#imagenes\\u00a0#sonrisa 	 : 1
 frasesbonitas\\u00a0#suicidas 	 : 1
 amorsincero 	 : 1
 frasestristes"}}]},"shortcode":"BnXGJddBu_I","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185812,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/db490f9096de0ce13533360f7243d749/5C2C2E31/t51.2885-15/e35/39913469_2131237793765192_2566959952610459648_n.jpg","edge_liked_by":{"count":1},"edge_media_preview_like":{"count":1},"owner":{"id":"7319461409"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/a5bf3a082488fe2325762982f72809a7/5C300A8B/t51.2885-15/sh0.08/e35/s640x640/39913469_2131237793765192_2566959952610459648_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/dc37b15a1d753d1e81e21f42ebfd7720/5C2FCD0E/t51.2885-15/e35/s150x150/39913469_2131237793765192_2566959952610459648_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/e8b5e865dacc53de00692fa506aa6c96/5C3A7808/t51.2885-15/e35/s240x240/39913469_2131237793765192_2566959952610459648_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/ffcc5ceb2d5f53f7aa65f0371698567e/5C153C76/t51.2885-15/e35/s320x320/39913469_2131237793765192_2566959952610459648_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/d33a587d061edbcb464c9c7d466a1366/5C1CA831/t51.2885-15/e35/s480x480/39913469_2131237793765192_2566959952610459648_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/a5bf3a082488fe2325762982f72809a7/5C300A8B/t51.2885-15/sh0.08/e35/s640x640/39913469_2131237793765192_2566959952610459648_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861983999010819725","edge_media_to_caption":{"edges":[{"node":{"text":"Corre 	 : 1
 mae 	 : 1
 filho 	 : 1
 uni\\u00e3o 	 : 1
 deusemn\\u00f3s"}}]},"shortcode":"BnXGJT2gE6N","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185811,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/bce1970a64202d9fc26bc318209b9869/5C31FB83/t51.2885-15/e35/39966043_2179056142358914_2594023172902748160_n.jpg","edge_liked_by":{"count":2},"edge_media_preview_like":{"count":2},"owner":{"id":"195881471"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/6288a712342b3667fe61610bc7c0ce83/5C345039/t51.2885-15/sh0.08/e35/s640x640/39966043_2179056142358914_2594023172902748160_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/d94efd837fcbf85179f480b6dfdccb0c/5C1750BC/t51.2885-15/e35/s150x150/39966043_2179056142358914_2594023172902748160_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/75051473c37625aa3419ac7acfafdd8a/5C35ACBA/t51.2885-15/e35/s240x240/39966043_2179056142358914_2594023172902748160_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/1259f10eb1a7ef16cc5f33523d776e58/5C3816C4/t51.2885-15/e35/s320x320/39966043_2179056142358914_2594023172902748160_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/1e4746190650403239a46aafbc3a4afc/5C36CA83/t51.2885-15/e35/s480x480/39966043_2179056142358914_2594023172902748160_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/6288a712342b3667fe61610bc7c0ce83/5C345039/t51.2885-15/sh0.08/e35/s640x640/39966043_2179056142358914_2594023172902748160_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861983987687744828","edge_media_to_caption":{"edges":[{"node":{"text":"Te 	 : 1
 maquillaje 	 : 1
 makeud 	 : 1
 makeuptutorial 	 : 1
 mar 	 : 1
 playa 	 : 1
 fashionblogger 	 : 1
 amar 	 : 1
 s 	 : 1
 dias 	 : 1
 noche 	 : 1
 experiencia 	 : 1
 ser 	 : 1
 sue\\u00f1os 	 : 1
 creer 	 : 1
 poder 	 : 1
 belleza 	 : 1
 beauty 	 : 1
 beautifull"}}]},"shortcode":"BnXGJJTl-U8","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185810,"dimensions":{"height":641,"width":640},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/23a31a9013be3667532fcfe8a08874a2/5C30E39F/t51.2885-15/e35/40543140_232609194073947_4819374687080232897_n.jpg","edge_liked_by":{"count":3},"edge_media_preview_like":{"count":3},"owner":{"id":"8541251623"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/709b20c7e864a421c9663acc3e2e62a7/5C2AD9A0/t51.2885-15/e35/c0.0.521.521/40543140_232609194073947_4819374687080232897_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/1ab4a17a1d9d8c38dcdab339db303401/5C2AAC70/t51.2885-15/e35/c0.0.521.521/s150x150/40543140_232609194073947_4819374687080232897_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/83747e57d691f1030dea025d620ce08c/5C1DDF3A/t51.2885-15/e35/c0.0.521.521/s240x240/40543140_232609194073947_4819374687080232897_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/48ccd23ab76f232041607645a57b6495/5C191C80/t51.2885-15/e35/c0.0.521.521/s320x320/40543140_232609194073947_4819374687080232897_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/634c6cb552cd1027dc489de95ed8289d/5C2DA5DA/t51.2885-15/e35/c0.0.521.521/s480x480/40543140_232609194073947_4819374687080232897_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/709b20c7e864a421c9663acc3e2e62a7/5C2AD9A0/t51.2885-15/e35/c0.0.521.521/40543140_232609194073947_4819374687080232897_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861983984884545944","edge_media_to_caption":{"edges":[{"node":{"text":"\\u2022 	 : 1
